,genotype,fitness,tree_depth,phenotype,other_info,mapping_values
0,"[[0], [1], [], [2], [], [0], [0, 0], [1, 3, 9, 0, 8, 0, 9, 2, 8, 9]]",2.32859775265467,5,0.139+((_sig_(0.080*(x[0]-92.89)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 1, 2, 10]"
1,"[[0], [0, 0, 1, 1, 1], [1, 2], [2, 2, 2], [], [0, 0, 0], [0, 0, 0, 0], [2, 7, 9, 1, 3, 8, 3, 2, 2, 8, 5, 4, 5, 7, 0, 6, 7, 9, 4, 7, 6, 9, 6, 4]]",2.514172503020816,7,0.279+((((_sig_(0.138*(x[0]-32.28))))-((_sig_(0.545*(x[0]-70.67)))))*((_sig_(0.947*(x[0]-69.64))))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 5, 2, 3, 0, 3, 4, 24]"
2,"[[0], [1], [], [2], [], [0], [0, 0], [0, 8, 8, 8, 1, 3, 8, 4, 1, 3]]",2.951370393531715,5,0.088+((_sig_(0.813*(x[0]-84.13)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 1, 2, 10]"
3,"[[0], [1], [], [2], [], [0], [0, 0], [0, 7, 0, 8, 8, 9, 8, 2, 9, 7]]",2.9957496463671265,5,0.070+((_sig_(0.889*(x[0]-82.97)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 1, 2, 10]"
4,"[[0], [0, 0, 3, 2, 0, 1, 2, 3], [1, 3, 2], [0], [0, 0], [0, 0], [0], [4, 2, 5, 8, 1, 9, 9, 1, 1, 6, 0]]",3.58157710339057,8,0.425+(((x[0])-(81.99))|_div_|(((_exp_(11.60)))*(x[0]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 8, 3, 1, 2, 2, 1, 11]"
5,"[[0], [1], [], [2], [], [0], [0, 0], [3, 1, 4, 6, 2, 5, 8, 9, 5, 6]]",3.7812920973926087,5,0.314+((_sig_(0.625*(x[0]-89.56)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 1, 2, 10]"
6,"[[0], [0, 1, 3], [3], [1], [0], [0, 0], [0], [4, 4, 8, 1, 7, 0, 3, 6, 8, 8, 0]]",4.228972806985259,6,0.448+(((_exp_((x[0]-17.03)|_div_|68.80)))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 1, 1, 2, 1, 11]"
7,"[[0], [1], [], [2], [], [0], [0, 0], [0, 5, 6, 0, 0, 2, 8, 1, 2, 6]]",4.648311974742061,5,0.056+((_sig_(0.002*(x[0]-81.26)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 1, 2, 10]"
8,"[[0], [0, 3, 3], [1], [], [0, 0], [], [0], [5, 5, 5]]",4.81291968272335,4,0.555+((x[0])-(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 0, 2, 0, 1, 3]"
9,"[[0], [1], [], [2], [], [0], [0, 0], [5, 2, 3, 8, 5, 2, 9, 7, 3, 0]]",4.838255068729144,5,0.523+((_sig_(0.852*(x[0]-97.30)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 1, 2, 10]"
10,"[[0], [1], [], [2], [], [0], [0, 0], [4, 0, 2, 0, 9, 5, 8, 5, 2, 8]]",4.976013147776054,5,0.402+((_sig_(0.095*(x[0]-85.28)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 1, 2, 10]"
11,"[[0], [1], [], [2], [], [0], [0, 0], [0, 8, 5, 2, 4, 6, 6, 3, 2, 4]]",5.14083967840447,5,0.085+((_sig_(0.246*(x[0]-63.24)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 1, 2, 10]"
12,"[[0], [0, 1, 3], [3], [1], [0], [0, 0], [0], [5, 7, 6, 3, 7, 1, 7, 5, 9, 2, 0]]",5.283066204253504,6,0.576+(((_exp_((x[0]-37.17)|_div_|59.20)))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 1, 1, 2, 1, 11]"
