,genotype,fitness,mapping_values,tree_depth,phenotype,other_info
0,"[[0], [0, 1, 3, 1, 2], [3, 1, 3], [2, 1], [0, 0], [0, 0, 0, 0], [0, 0, 0], [0, 2, 6, 8, 5, 9, 1, 0, 6, 8, 1, 9, 1, 2, 0, 9, 7, 3, 8, 0, 7]]",0.16599018878657043,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.026+(((_sig_(0.859*(x[0]-10.68))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
1,"[[0], [0, 1, 3, 3, 3], [3, 1, 3], [2], [0, 0, 0], [0, 0, 0, 0], [0, 0], [0, 3, 1, 9, 5, 1, 0, 9, 3, 7, 5, 8, 0, 3, 1]]",0.1763969715995363,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.031+(((_sig_(0.951*(x[0]-09.37))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
2,"[[0], [0, 1, 3, 1, 1, 2, 3], [3, 0], [2, 2], [0, 0, 0], [0, 0, 0], [0, 0], [0, 4, 0, 2, 4, 1, 2, 1, 4, 4, 7, 8, 2, 3, 1, 3, 8, 4, 5, 8, 1]]",0.18183955767441223,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.040+(((_sig_(0.241*(x[0]-21.44))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
3,"[[0], [0, 3, 0, 3, 0, 1, 3], [1, 1, 3, 2, 2, 1, 0], [2], [0, 0, 0], [0, 0], [0, 0], [0, 4, 1, 5, 6, 2, 2, 3, 4, 2, 6, 2, 8, 5, 1]]",0.18947180065651503,"[1, 7, 3, 1, 3, 1, 2, 10]",8,0.041+((x[0])-((x[0])-(((_sig_(0.562*(x[0]-23.42))))|_div_|(x[0])))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
4,"[[0], [0, 1, 0, 2, 1], [3, 2, 3], [2, 1], [0, 0], [0, 0, 0, 0], [0, 0], [0, 3, 7, 5, 5, 9, 0, 5, 6, 0, 7, 5, 7, 7, 5, 7, 8, 6, 7, 8, 4, 7]]",0.1900184501206936,"[1, 5, 2, 2, 0, 4, 2, 22]",7,0.037+(((_sig_(0.559*(x[0]-05.60))))|_div_|((75.77)*((_exp_((x[0]-57.86)|_div_|78.47))))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
5,"[[0], [0, 1, 3, 2, 2], [3, 0], [2], [0, 0], [0, 0, 0], [0, 0], [0, 4, 1, 4, 6, 1, 2, 4, 0, 2, 2, 1, 8, 9, 1]]",0.1910653986973296,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.041+(((_sig_(0.461*(x[0]-24.02))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
6,"[[0], [0, 1, 3, 2, 2], [3, 0, 3], [2], [0, 0], [0, 0, 0], [0, 0], [0, 4, 1, 4, 6, 1, 2, 4, 0, 4, 2, 1, 8, 9, 1]]",0.19113243850534864,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.041+(((_sig_(0.461*(x[0]-24.04))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
7,"[[0], [0, 1, 3, 2, 2], [3, 1, 3], [2], [0, 0], [0, 0, 0, 0], [0, 0], [0, 4, 1, 5, 6, 1, 2, 4, 0, 2, 7, 1, 8, 7, 1]]",0.19145390467449894,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.041+(((_sig_(0.561*(x[0]-24.02))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
8,"[[0], [0, 1, 3, 2, 2], [3, 0], [2], [0, 0], [0, 0, 0], [0, 0], [0, 4, 1, 5, 6, 1, 2, 4, 0, 2, 2, 1, 8, 9, 1]]",0.19145390467449894,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.041+(((_sig_(0.561*(x[0]-24.02))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
9,"[[0], [0, 1, 3, 2, 2], [3, 1, 3], [2, 1], [0, 0], [0, 0, 0, 0], [0, 0], [0, 4, 1, 5, 6, 1, 2, 4, 0, 2, 7, 1, 8, 7, 1]]",0.19145390467449894,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.041+(((_sig_(0.561*(x[0]-24.02))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
10,"[[0], [0, 1, 3, 2, 2], [3, 1], [2, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0], [0, 4, 1, 7, 7, 1, 2, 4, 0, 6, 7, 1, 8, 7, 1]]",0.19246056038279188,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.041+(((_sig_(0.771*(x[0]-24.06))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
11,"[[0], [0, 1, 3, 2, 2], [3, 0], [2], [0, 0], [0, 0, 0], [0, 0], [0, 4, 1, 9, 6, 7, 2, 4, 0, 2, 2, 1, 8, 9, 1]]",0.19300242355468417,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.041+(((_sig_(0.967*(x[0]-24.02))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
12,"[[0], [0, 1, 3, 2, 2], [3, 1, 3], [2, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0], [0, 4, 1, 1, 9, 1, 2, 4, 0, 2, 7, 1, 8, 7, 1]]",0.19308192923033227,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.041+(((_sig_(0.191*(x[0]-24.02))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
13,"[[0], [0, 1, 3, 3, 1, 1, 1], [3, 1, 3], [2, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0], [0, 4, 3, 7, 6, 2, 2, 4, 4, 7, 7, 3, 0, 7, 1, 5, 7, 1]]",0.20143449183482312,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.043+(((_sig_(0.762*(x[0]-24.47))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
14,"[[0], [0, 1, 3, 2, 2], [3, 1], [2], [0, 0, 0], [0, 0, 0, 0], [0, 0], [0, 4, 4, 9, 5, 3, 2, 2, 9, 5, 7, 6, 4, 8]]",0.20229409864567377,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.044+(((_sig_(0.953*(x[0]-22.95))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
15,"[[0], [0, 1, 0, 2, 0, 2, 0, 3, 3], [3, 1, 1, 0], [2], [0, 0, 0], [0, 0, 0], [0, 0], [0, 4, 1, 3, 6, 2, 2, 3, 4, 2, 2, 2, 8, 5, 1, 8, 8, 5]]",0.20418941635090937,"[1, 9, 4, 1, 2, 3, 2, 18]",7,0.041+(((_sig_(0.362*(x[0]-23.42))))|_div_|((22.85)-((18.85)-((x[0])+(x[0]))))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
16,"[[0], [0, 1, 3, 2, 2], [3, 0], [2], [0, 0], [0, 0, 0], [0, 0], [0, 4, 1, 4, 6, 1, 2, 7, 4, 2, 2, 1, 8, 9, 1]]",0.20449115938996545,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.041+(((_sig_(0.461*(x[0]-27.42))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
17,"[[0], [0, 1, 0, 2, 1], [3, 2, 3], [2, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0], [0, 4, 0, 5, 2, 3, 0, 8, 1, 0, 7, 8, 7, 6, 2, 1, 8, 0, 4, 7, 8, 0]]",0.20454313030283244,"[1, 5, 2, 2, 0, 4, 2, 22]",7,0.040+(((_sig_(0.523*(x[0]-08.10))))|_div_|((78.76)*((_exp_((x[0]-21.80)|_div_|47.80))))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
18,"[[0], [0, 1, 3, 2, 2], [3, 0], [2], [0, 0, 0], [0, 0], [0, 0], [0, 4, 1, 5, 6, 1, 2, 7, 4, 2, 2, 1, 8, 9, 1]]",0.20518838693727803,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.041+(((_sig_(0.561*(x[0]-27.42))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
19,"[[0], [0, 1, 3, 1, 2], [3, 3, 3], [2, 1, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0], [0, 4, 5, 6, 7, 3, 1, 6, 6, 5, 7, 6, 4, 8]]",0.20736574877960293,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.045+(((_sig_(0.673*(x[0]-16.65))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
20,"[[0], [0, 1, 3, 0, 3], [3, 2, 3], [2], [0, 0, 0], [0, 0, 0, 0], [0, 0], [0, 4, 1, 6, 3, 4, 2, 8, 0, 2, 0, 1, 8, 7, 1]]",0.20829425988802483,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.041+(((_sig_(0.634*(x[0]-28.02))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
21,"[[0], [0, 1, 3, 1, 2], [3, 1, 3], [2, 1], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 4, 6, 8, 6, 4, 2, 0, 0, 1, 1, 4, 3, 2, 0, 9, 7, 3, 8, 0, 7]]",0.210605999595829,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.046+(((_sig_(0.864*(x[0]-20.01))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
22,"[[0], [0, 1, 0, 2, 3], [3, 0], [2], [0, 0, 0], [0, 0], [0, 0], [0, 4, 2, 9, 5, 3, 0, 6, 6, 5, 7, 6, 8, 3]]",0.2141013494097506,"[1, 5, 2, 1, 1, 2, 2, 14]",6,0.042+(((_sig_(0.953*(x[0]-06.65))))|_div_|((76.83)+(x[0]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
23,"[[0], [0, 1, 0, 3, 2], [3, 0], [2], [0, 0, 0], [0, 0, 0], [0, 0], [0, 4, 2, 5, 8, 3, 0, 5, 6, 6, 7, 6, 3, 5, 1, 3, 2, 2]]",0.2143075510696446,"[1, 5, 2, 1, 1, 2, 2, 14]",6,0.042+(((_sig_(0.583*(x[0]-05.66))))|_div_|((x[0])+(76.35))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
24,"[[0], [0, 1, 0, 2, 3], [3, 0, 3], [2], [0, 0], [0, 0, 0], [0, 0], [0, 4, 3, 3, 4, 3, 0, 5, 6, 0, 7, 1, 8, 3]]",0.21436982676888514,"[1, 5, 2, 1, 1, 2, 2, 14]",6,0.043+(((_sig_(0.343*(x[0]-05.60))))|_div_|((71.83)+(x[0]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
25,"[[0], [0, 1, 0, 2, 3], [3, 0, 3], [2], [0, 0, 0], [0, 0], [0, 0], [0, 4, 0, 9, 5, 3, 0, 5, 6, 0, 7, 8, 8, 3]]",0.21512017874500283,"[1, 5, 2, 1, 1, 2, 2, 14]",6,0.040+(((_sig_(0.953*(x[0]-05.60))))|_div_|((78.83)+(x[0]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
26,"[[0], [0, 1, 0, 2, 3], [3, 0, 3, 1], [2, 0], [0, 0, 0], [0, 0, 0, 0], [0, 0], [0, 4, 3, 9, 5, 3, 2, 2, 1, 5, 5, 6, 3, 8]]",0.2153760264934328,"[1, 5, 2, 1, 1, 2, 2, 14]",6,0.043+(((_sig_(0.953*(x[0]-22.15))))|_div_|((56.38)+(x[0]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
27,"[[0], [0, 3, 0, 3, 0, 1, 3], [1, 0, 3], [2], [0, 0, 0], [0, 0], [0, 0], [0, 4, 8, 5, 7, 4, 5, 4, 6, 7, 3, 7, 6, 5, 6, 9, 7, 0]]",0.21607947655538515,"[1, 7, 3, 1, 3, 1, 2, 10]",8,0.048+((x[0])-((x[0])+(((_sig_(0.574*(x[0]-54.67))))|_div_|(x[0])))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
28,"[[0], [0, 1, 2, 2, 2], [3, 0, 3], [2], [0, 0], [0, 0, 0], [0, 0], [0, 3, 7, 9, 4, 3, 0, 5, 8, 4, 7, 0, 5, 3]]",0.21620479882041307,"[1, 3, 1, 1, 0, 2, 2, 14]",6,0.037+(((_sig_(0.943*(x[0]-05.84))))|_div_|(70.53)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
29,"[[0], [0, 1, 2, 2, 2], [3, 0, 3], [2], [0, 0], [0, 0], [0, 0], [0, 3, 7, 9, 8, 3, 0, 5, 6, 1, 5, 5, 2, 3]]",0.2163500047508965,"[1, 3, 1, 1, 0, 2, 2, 14]",6,0.037+(((_sig_(0.983*(x[0]-05.61))))|_div_|(55.23)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
30,"[[0], [0, 1, 0, 2, 3], [3, 0, 3], [2], [0, 0, 0], [0, 0], [0, 0], [0, 4, 0, 3, 5, 3, 1, 5, 6, 0, 7, 8, 8, 3]]",0.2169366342660713,"[1, 5, 2, 1, 1, 2, 2, 14]",6,0.040+(((_sig_(0.353*(x[0]-15.60))))|_div_|((78.83)+(x[0]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
31,"[[0], [0, 1, 2, 2, 2], [3, 0, 3], [2], [0, 0], [0, 0, 0], [0, 0], [0, 3, 7, 9, 8, 3, 0, 5, 6, 4, 7, 5, 5, 3]]",0.21701616930321657,"[1, 3, 1, 1, 0, 2, 2, 14]",6,0.037+(((_sig_(0.983*(x[0]-05.64))))|_div_|(75.53)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
32,"[[0], [0, 1, 3, 1, 2], [3, 3, 3], [2], [0, 0, 0], [0, 0, 0, 0], [0, 0], [0, 4, 5, 9, 5, 3, 2, 6, 6, 5, 7, 6, 4, 8]]",0.21760463933240723,"[1, 3, 1, 1, 1, 1, 2, 10]",6,0.045+(((_sig_(0.953*(x[0]-26.65))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
33,"[[0], [0, 1, 0, 2, 2], [3, 0, 3], [2, 1], [0, 0], [0, 0, 0], [0, 0], [0, 3, 8, 9, 1, 7, 0, 1, 8, 6, 7, 0, 5, 3, 0, 1, 7, 4]]",0.2181081338720044,"[1, 5, 2, 1, 0, 3, 2, 18]",6,0.038+(((_sig_(0.917*(x[0]-01.86))))|_div_|((70.53)+(01.74))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
34,"[[0], [0, 1, 0, 2, 2], [3, 0, 3], [2, 1], [0, 0], [0, 0, 0], [0, 0], [0, 3, 8, 9, 1, 7, 0, 1, 8, 4, 7, 0, 5, 3, 0, 1, 7, 7]]",0.21811795052392774,"[1, 5, 2, 1, 0, 3, 2, 18]",6,0.038+(((_sig_(0.917*(x[0]-01.84))))|_div_|((70.53)+(01.77))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
35,"[[0], [0, 1, 2, 2, 2], [3, 1], [2], [0, 0], [0, 0, 0], [0, 0], [0, 3, 9, 9, 8, 8, 0, 4, 6, 3, 7, 5, 5, 3]]",0.21816218108850433,"[1, 3, 1, 1, 0, 2, 2, 14]",6,0.039+(((_sig_(0.988*(x[0]-04.63))))|_div_|(75.53)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
36,"[[0], [0, 1, 0, 2, 1], [3, 0, 3], [2, 2], [0, 0], [0, 0, 0, 0], [0, 0, 0], [0, 3, 4, 5, 0, 9, 0, 5, 6, 0, 7, 5, 7, 7, 5, 7, 8, 6, 7, 8, 4, 7]]",0.218639127692171,"[1, 5, 2, 2, 0, 3, 3, 21]",7,0.034+(((_sig_(0.509*(x[0]-05.60))))|_div_|((75.77)+((_sig_(0.578*(x[0]-67.84)))))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
37,"[[0], [0, 1, 2, 3, 3], [3, 1, 3], [2, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0], [0, 4, 0, 9, 5, 1, 0, 5, 6, 7, 7, 8, 2, 3]]",0.21899913031121535,"[1, 3, 1, 1, 0, 2, 2, 14]",6,0.040+(((_sig_(0.951*(x[0]-05.67))))|_div_|(78.23)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
38,"[[0], [0, 1, 2], [3, 0, 3], [2], [0, 0], [0, 0], [0, 0], [0, 4, 0, 9, 5, 3, 0, 5, 6, 0, 7, 8, 8, 3]]",0.21902396905669475,"[1, 3, 1, 1, 0, 2, 2, 14]",6,0.040+(((_sig_(0.953*(x[0]-05.60))))|_div_|(78.83)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
39,"[[0], [0, 1, 2], [3, 0, 3], [2], [0, 0], [0, 0], [0, 0], [0, 4, 0, 8, 5, 9, 0, 7, 2, 1, 6, 6, 8, 8]]",0.21932016478925206,"[1, 3, 1, 1, 0, 2, 2, 14]",6,0.040+(((_sig_(0.859*(x[0]-07.21))))|_div_|(66.88)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
40,"[[0], [0, 1, 2], [3, 0, 3], [2], [0, 0], [0, 0], [0, 0], [0, 4, 0, 8, 1, 9, 0, 7, 2, 4, 6, 6, 8, 8]]",0.2193213575301083,"[1, 3, 1, 1, 0, 2, 2, 14]",6,0.040+(((_sig_(0.819*(x[0]-07.24))))|_div_|(66.88)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
41,"[[0], [0, 1, 2], [3, 0, 3], [2], [0, 0], [0, 0], [0, 0], [0, 4, 0, 9, 5, 9, 0, 6, 2, 4, 8, 8, 8, 8]]",0.21947161612129876,"[1, 3, 1, 1, 0, 2, 2, 14]",6,0.040+(((_sig_(0.959*(x[0]-06.24))))|_div_|(88.88)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
42,"[[0], [0, 1, 0, 2, 2], [3, 0, 3], [2], [0, 0], [0, 0, 0], [0, 0], [0, 3, 7, 8, 4, 3, 0, 5, 5, 4, 7, 5, 0, 3, 1, 3, 4, 5]]",0.21962821378986405,"[1, 5, 2, 1, 0, 3, 2, 18]",6,0.037+(((_sig_(0.843*(x[0]-05.54))))|_div_|((75.03)+(13.45))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
43,"[[0], [0, 1, 0, 2, 3], [3, 0], [2], [0, 0, 0], [0, 0], [0, 0], [0, 4, 7, 9, 5, 7, 0, 6, 6, 6, 7, 6, 0, 6]]",0.22038390957930282,"[1, 5, 2, 1, 1, 2, 2, 14]",6,0.047+(((_sig_(0.957*(x[0]-06.66))))|_div_|((76.06)+(x[0]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
44,"[[0], [0, 1, 0, 2, 1], [3, 1, 3], [2, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0], [0, 4, 0, 5, 2, 3, 0, 8, 6, 0, 7, 8, 8, 6, 2, 1, 8, 0, 4, 2, 8, 0]]",0.2204074112617019,"[1, 5, 2, 2, 0, 4, 2, 22]",7,0.040+(((_sig_(0.523*(x[0]-08.60))))|_div_|((78.86)-((_exp_((x[0]-21.80)|_div_|42.80))))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
45,"[[0], [0, 1, 0, 2, 2], [3, 0, 3], [2], [0, 0], [0, 0, 0], [0, 0], [0, 4, 1, 9, 5, 1, 0, 4, 3, 9, 5, 8, 6, 3, 1, 6, 0, 3]]",0.22091810404696754,"[1, 5, 2, 1, 0, 3, 2, 18]",6,0.041+(((_sig_(0.951*(x[0]-04.39))))|_div_|((58.63)+(16.03))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
46,"[[0], [0, 1, 0, 2, 2], [3, 0], [2], [0, 0, 0], [0, 0, 0], [0, 0], [0, 4, 2, 4, 5, 3, 0, 7, 8, 8, 7, 6, 8, 3, 1, 3, 2, 3]]",0.22141733442660144,"[1, 5, 2, 1, 0, 3, 2, 18]",6,0.042+(((_sig_(0.453*(x[0]-07.88))))|_div_|((76.83)+(13.23))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
