,genotype,fitness,tree_depth,phenotype,other_info,mapping_values
0,"[[0], [0, 3, 3], [1], [], [0, 0], [], [0], [0, 5, 8]]",0.026256365791737228,4,0.058+((x[0])-(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 0, 2, 0, 1, 3]"
1,"[[0], [0, 1, 2], [3], [1], [], [0, 0, 0], [0], [0, 0, 7, 2, 9, 9, 3, 8, 0, 8, 6, 9, 8, 9, 3]]",0.039250569717459646,6,0.007+(((_exp_((x[0]-29.93)|_div_|80.86)))|_div_|(98.93)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 1, 0, 3, 1, 15]"
2,"[[0], [0, 3, 3], [1], [], [0, 0], [], [0], [1, 0, 2]]",0.05859262512980774,4,0.102+((x[0])-(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 0, 2, 0, 1, 3]"
3,"[[0], [0, 1, 3], [3], [3], [0], [0], [0, 0], [1, 5, 7, 9, 3, 4, 5, 6, 5, 1]]",0.1169036257816841,6,0.157+(((_sig_(0.934*(x[0]-56.51))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 1, 1, 1, 2, 10]"
4,"[[0], [0, 3, 1, 2], [3], [0], [0], [0], [0], [1, 9, 5, 9, 7, 1, 2]]",0.14823386132750094,7,0.195+((x[0])|_div_|((_exp_(97.12)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 4, 1, 1, 1, 1, 1, 7]"
5,"[[0], [0, 3, 1, 1, 2], [3], [0, 0], [0], [0], [0], [2, 3, 5, 4, 4, 5, 8]]",0.1877965639715669,9,0.235+((x[0])|_div_|((_exp_((_exp_(44.58)))))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 5, 1, 2, 1, 1, 1, 7]"
6,"[[0], [1], [], [1], [], [0, 0], [0], [0, 0, 9, 9, 3, 8, 2, 2, 4, 1, 2]]",0.3588139404720669,5,0.009+((_exp_((x[0]-93.82)|_div_|24.12))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 2, 1, 11]"
7,"[[0], [1], [], [3], [], [0], [0, 0], [0, 3, 1, 0, 0, 9, 6, 7, 2, 6]]",0.4370596800723191,5,0.031+((_sig_(0.009*(x[0]-67.26)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 1, 2, 10]"
8,"[[0], [0, 1, 1], [1], [3, 1], [], [0, 0, 0], [0, 0], [4, 6, 9, 2, 8, 1, 5, 0, 2, 5, 4, 5, 0, 2, 5, 0, 1, 4]]",0.45059374733015084,6,0.469+(((_sig_(0.281*(x[0]-50.25))))-((_exp_((x[0]-45.02)|_div_|50.14)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 2, 0, 3, 2, 18]"
9,"[[0], [0, 1, 1, 2], [3], [0, 1], [], [0, 0, 0], [0], [4, 7, 2, 5, 2, 6, 9, 4, 0, 7, 3, 4, 0, 5, 6]]",0.5324957895060393,8,0.472+(((_exp_((_exp_((x[0]-52.69)|_div_|40.73)))))|_div_|(40.56)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 4, 1, 2, 0, 3, 1, 15]"
10,"[[0], [1], [], [3], [], [0], [0, 0], [2, 1, 2, 0, 6, 9, 6, 7, 3, 3]]",0.53875884027521,5,0.212+((_sig_(0.069*(x[0]-67.33)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 1, 2, 10]"
11,"[[0], [1], [], [1], [], [0, 0], [0], [3, 5, 4, 9, 3, 4, 7, 1, 7, 9, 4]]",0.5847181070745141,5,0.354+((_exp_((x[0]-93.47)|_div_|17.94))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 2, 1, 11]"
12,"[[0], [1], [], [2], [], [0, 0], [0], [1, 1, 9, 8, 7, 2, 8, 1, 3, 2, 8]]",0.5851225478814477,5,0.119+((_exp_((x[0]-87.28)|_div_|13.28))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 2, 1, 11]"
13,"[[0], [1], [], [3], [], [0], [0, 0], [6, 3, 6, 5, 1, 6, 9, 9, 9, 8]]",0.6013212624375296,5,0.636+((_sig_(0.516*(x[0]-99.98)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 1, 2, 10]"
14,"[[0], [0, 1, 3], [3], [1], [0], [0, 0], [0], [6, 3, 8, 5, 4, 7, 0, 8, 2, 4, 8]]",0.6114568600394775,6,0.638+(((_exp_((x[0]-54.70)|_div_|82.48)))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 1, 1, 2, 1, 11]"
