,genotype,fitness,tree_depth,phenotype,other_info,mapping_values
0,"[[0], [0, 1, 2], [3], [2], [], [], [0, 0, 0], [0], [0, 3, 4, 8, 2, 6, 3, 4, 2, 7, 7, 4, 4, 9, 6]]",0.028758084253235207,6,0.034+(((_exp_((x[0]-82.63)|_div_|42.77)))|_div_|(44.96)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 1, 0, 0, 3, 1, 15]"
1,"[[0], [0, 3, 3], [1], [], [0, 0], [], [], [0], [1, 5, 7]]",0.11094016152128143,4,0.157+((x[0])-(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 0, 2, 0, 0, 1, 3]"
2,"[[0], [1], [], [3], [], [], [0], [0, 0], [0, 5, 3, 9, 4, 9, 8, 8, 8, 4]]",0.25198831713926895,5,0.053+((_sig_(0.949*(x[0]-88.84)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 0, 1, 2, 10]"
3,"[[0], [1], [], [3], [], [], [0], [0, 0], [0, 1, 5, 3, 4, 1, 7, 6, 0, 7]]",0.3626403133706876,5,0.015+((_sig_(0.341*(x[0]-76.07)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 0, 1, 2, 10]"
4,"[[0], [1], [], [1], [], [], [0, 0], [0], [0, 3, 3, 9, 0, 5, 5, 2, 1, 8, 2]]",0.4205006583694198,5,0.033+((_exp_((x[0]-90.55)|_div_|21.82))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 0, 2, 1, 11]"
5,"[[0], [0, 3, 1, 2], [3], [0], [0], [], [0], [0], [4, 6, 9, 6, 1, 1, 1]]",0.4208978966958653,7,0.469+((x[0])|_div_|((_exp_(61.11)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 4, 1, 1, 1, 0, 1, 1, 7]"
6,"[[0], [1], [], [2], [], [], [0, 0], [0], [1, 6, 3, 9, 6, 4, 8, 2, 8, 2, 0]]",0.4556533303663474,5,0.163+((_exp_((x[0]-96.48)|_div_|28.20))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 0, 2, 1, 11]"
7,"[[0], [1], [], [3], [], [], [0], [0, 0], [4, 7, 0, 9, 2, 7, 8, 9, 3, 6]]",0.5377440074293486,5,0.470+((_sig_(0.927*(x[0]-89.36)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 0, 1, 2, 10]"
8,"[[0], [2], [], [], [], [], [0], [0], [2, 8, 8, 0, 0, 3, 3]]",0.5697097523135043,4,0.288+(00.33),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 0, 0, 0, 1, 1, 7]"
9,"[[0], [1], [], [3], [], [], [0], [0, 0], [1, 4, 6, 6, 5, 4, 5, 9, 5, 1]]",0.6456928611214893,5,0.146+((_sig_(0.654*(x[0]-59.51)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 0, 1, 2, 10]"
