,genotype,fitness,tree_depth,phenotype,other_info,mapping_values
0,"[[0], [0, 1, 3], [3], [3], [0], [0], [0, 0], [0, 1, 9, 4, 7, 6, 4, 4, 1, 2]]",0.0353776349744192,6,0.019+(((_sig_(0.476*(x[0]-44.12))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 1, 1, 1, 2, 10]"
1,"[[0], [0, 3, 3], [1], [], [0, 0], [], [0], [1, 8, 8]]",0.14133569994822331,4,0.188+((x[0])-(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 0, 2, 0, 1, 3]"
2,"[[0], [1], [], [3], [], [0], [0, 0], [2, 1, 5, 2, 4, 2, 9, 4, 8, 9]]",0.24874736931368244,5,0.215+((_sig_(0.242*(x[0]-94.89)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 1, 2, 10]"
3,"[[0], [1], [], [3], [], [0], [0, 0], [2, 9, 9, 2, 1, 4, 8, 2, 1, 6]]",0.4539149657535213,5,0.299+((_sig_(0.214*(x[0]-82.16)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 1, 2, 10]"
4,"[[0], [0, 1, 1, 2], [3], [0, 3], [], [0, 0], [0, 0], [5, 6, 0, 9, 8, 8, 2, 6, 8, 6, 5, 9, 4, 3]]",0.5489274353131872,8,0.560+(((_exp_((_sig_(0.988*(x[0]-26.86))))))|_div_|(59.43)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 4, 1, 2, 0, 2, 2, 14]"
5,"[[0], [1], [], [3], [], [0], [0, 0], [0, 8, 8, 0, 6, 7, 5, 3, 4, 4]]",0.5636902041048187,5,0.088+((_sig_(0.067*(x[0]-53.44)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 1, 2, 10]"
6,"[[0], [1], [], [1], [], [0, 0], [0], [1, 1, 6, 8, 5, 1, 0, 1, 5, 5, 7]]",0.6327076964613028,5,0.116+((_exp_((x[0]-85.10)|_div_|15.57))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 2, 1, 11]"
7,"[[0], [1], [], [3], [], [0], [0, 0], [5, 5, 0, 3, 7, 1, 8, 0, 6, 5]]",0.6884612381561361,5,0.550+((_sig_(0.371*(x[0]-80.65)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 1, 2, 10]"
8,"[[0], [1], [], [2], [], [0, 0], [0], [4, 5, 7, 9, 1, 6, 0, 1, 7, 1, 9]]",0.7040643119163297,5,0.457+((_exp_((x[0]-91.60)|_div_|17.19))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 2, 1, 11]"
9,"[[0], [1], [], [3], [], [0], [0, 0], [6, 4, 5, 5, 6, 9, 8, 2, 3, 2]]",0.7572588643473946,5,0.645+((_sig_(0.569*(x[0]-82.32)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 1, 2, 10]"
10,"[[0], [0, 1, 2], [3], [1], [], [0, 0, 0], [0], [7, 3, 8, 1, 7, 9, 5, 3, 8, 9, 0, 3, 6, 2, 2]]",0.7629792523401653,6,0.738+(((_exp_((x[0]-17.95)|_div_|38.90)))|_div_|(36.22)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 1, 0, 3, 1, 15]"
