,genotype,fitness,tree_depth,phenotype,other_info,mapping_values
0,"[[0], [0, 3, 3], [1], [], [0, 0], [], [0], [0, 2, 9]]",0.04489258793682238,4,0.029+((x[0])-(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 0, 2, 0, 1, 3]"
1,"[[0], [1], [], [3], [], [0], [0, 0], [0, 0, 2, 6, 5, 2, 8, 7, 9, 8]]",2.436191234135002,5,0.002+((_sig_(0.652*(x[0]-87.98)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 1, 2, 10]"
2,"[[0], [0, 1, 1], [3], [3, 3], [], [0, 0], [0, 0, 0], [0, 3, 2, 5, 7, 4, 8, 8, 0, 4, 3, 4, 4, 4, 6, 4, 6]]",2.4491580213880284,6,0.032+(((_sig_(0.574*(x[0]-88.04))))|_div_|((_sig_(0.344*(x[0]-46.46))))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 2, 0, 2, 3, 17]"
3,"[[0], [1], [], [2], [], [0, 0], [0], [0, 3, 6, 9, 3, 7, 8, 1, 2, 6, 3]]",4.225116216734045,5,0.036+((_exp_((x[0]-93.78)|_div_|12.63))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 2, 1, 11]"
4,"[[0], [0, 1, 3], [3], [3], [0], [0], [0, 0], [3, 8, 2, 6, 5, 5, 4, 4, 3, 2]]",5.167778626165683,6,0.382+(((_sig_(0.655*(x[0]-44.32))))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 1, 1, 1, 2, 10]"
5,"[[0], [0, 3, 1, 2], [3], [0], [0], [0], [0], [4, 0, 1, 4, 6, 9, 2]]",5.493794545077338,7,0.401+((x[0])|_div_|((_exp_(46.92)))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 4, 1, 1, 1, 1, 1, 7]"
6,"[[0], [0, 3, 3], [1], [], [0, 0], [], [0], [4, 0, 5]]",5.616156615136642,4,0.405+((x[0])-(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 0, 2, 0, 1, 3]"
7,"[[0], [0, 1, 3], [3], [2], [0], [0, 0], [0], [1, 4, 2, 1, 5, 3, 6, 1, 8, 3, 5]]",5.733007086189199,6,0.142+(((_exp_((x[0]-15.36)|_div_|18.35)))|_div_|(x[0])),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 1, 1, 2, 1, 11]"
8,"[[0], [0, 1, 2], [3], [3], [], [0, 0], [0, 0], [4, 1, 1, 7, 8, 3, 8, 8, 2, 7, 6, 2, 5, 6]]",5.838632678215954,6,0.411+(((_sig_(0.783*(x[0]-88.27))))|_div_|(62.56)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 3, 1, 1, 0, 2, 2, 14]"
9,"[[0], [1], [], [1], [], [0, 0], [0], [3, 5, 7, 9, 6, 7, 4, 0, 2, 1, 6]]",10.167371379609172,5,0.357+((_exp_((x[0]-96.74)|_div_|02.16))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}","[1, 1, 0, 1, 0, 2, 1, 11]"
